il,truth,pred,fold,n_records
CC[n+]1ccn(C)c1|N#C[N-]C#N,4.13836145401001,5.830322265625,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,4.135166645050049,5.821764945983887,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,4.1026434898376465,5.799703121185303,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,4.10098934173584,5.78251314163208,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,4.151040077209473,5.775567054748535,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,4.141546249389648,5.759218215942383,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,4.146304130554199,5.756130218505859,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,4.075840950012207,5.729118347167969,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,4.136765480041504,5.718662738800049,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,4.050044536590576,5.7109456062316895,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,4.10594367980957,5.702314376831055,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,4.027135848999023,5.670528888702393,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,4.0859761238098145,5.666180610656738,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.9908342361450195,5.610749244689941,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,4.048300743103027,5.609485626220703,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,4.01818323135376,5.604434967041016,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.956996440887451,5.596225261688232,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.953165054321289,5.551388740539551,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,4.007333278656006,5.550969123840332,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.9180049896240234,5.494765758514404,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.960813283920288,5.492450714111328,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.8999505043029785,5.492170333862305,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.879499912261963,5.466980457305908,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.947390079498291,5.4342145919799805,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.875359058380127,5.4335832595825195,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.879499912261963,5.376256942749023,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.826465129852295,5.375485897064209,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.85439395904541,5.371837615966797,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.7837350368499756,5.320687294006348,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.8437442779541016,5.318653106689453,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.7954890727996826,5.317811012268066,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.790984630584717,5.261565208435059,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.756538152694702,5.260743618011475,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.7841897010803223,5.23444128036499,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.759337902069092,5.205810546875,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.7057366371154785,5.204920291900635,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.657130718231201,5.156220436096191,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.72978138923645,5.15019416809082,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.6788291931152344,5.149303436279297,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.6883792877197266,5.094849109649658,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.630455493927002,5.093753814697266,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.6709699630737305,5.081356048583984,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.657130718231201,5.039368629455566,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.6063127517700195,5.038273334503174,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.621135711669922,4.984092712402344,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.5655813217163086,4.983340263366699,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.562749147415161,4.961968898773193,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.5923686027526855,4.9288859367370605,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.529590606689453,4.928133487701416,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.53863787651062,4.9033379554748535,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.5550622940063477,4.873555660247803,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.5070576667785645,4.872940540313721,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.506757974624634,4.818673133850098,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.466672897338867,4.8178534507751465,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.48523211479187,4.763927936553955,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.4439375400543213,4.762697219848633,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.458207607269287,4.708634376525879,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.398527145385742,4.707610130310059,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.4249138832092285,4.653547286987305,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.372797966003418,4.6527276039123535,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.418382167816162,4.59805154800415,0,696
CC[n+]1ccn(C)c1|N#C[N-]C#N,3.3492021560668945,4.597982883453369,0,696
